,times,gauss,flat
187,32929.71255097148,0.2786437857337473,0.2790818977521546
188,36123.426997094306,0.2786553208734482,0.27908680999611446
189,39626.88638701478,0.2786693257921475,0.2790447560200211
190,43470.131581250265,0.27867969024644945,0.27904793966094
191,47686.116977144746,0.2786965677108817,0.2790828292499687
192,52310.99308056258,0.278707317812568,0.2790686235561626
193,57384.416483023924,0.27871406695878254,0.27904913082668864
194,62949.88990221888,0.27872731825308117,0.2790505061103184
195,69055.1352016233,0.2787343012334422,0.2790583853085387
196,75752.5025877192,0.27874302836010734,0.279044916194346
197,83099.41949353403,0.2787554759527241,0.27902608439339405
198,91158.88299750818,0.2787621884390455,0.2790457656220008
199,100000.0,0.2787724558296779,0.27904059098316386
