,time,density
165,1320088.400831422,0.9999781895205484
166,1499268.4327860472,0.9999812442736985
167,1702769.1722259047,0.9999838197617443
168,1933891.750455232,0.9999847789440168
169,2196385.372416551,0.9999848419480089
170,2494508.1352303163,0.9999855437068517
171,2833096.10183933,0.9999875383639344
172,3217641.7502507353,0.9999906781495612
173,3654383.0709572616,0.9999903685232823
174,4150404.7578504896,0.9999878491049184
175,4713753.134116729,0.9999890776752192
176,5353566.67741074,0.9999940253799613
177,6080224.261649428,0.9999890253566984
178,6905513.520162345,0.9999866539443494
179,7842822.0613376815,0.9999936101284216
180,8907354.638610458,0.9999876087532177
181,10116379.79766207,0.999983389100899
182,11489510.001873108,0.999992227142069
183,13049019.78014407,0.9999795643523735
184,14820207.0579886,0.9999813584164244
185,16831803.53330962,0.9999831058450455
186,19116440.753857035,0.9999618440883722
187,21711179.456945095,0.9999771379610014
188,24658110.75822604,0.999949644818743
189,28005038.941836365,0.9999623970851189
190,31806256.927941192,0.9999345537928389
191,36123426.99709438,0.9999427669138597
192,41026581.0582719,0.9999264130008633
193,46595256.686646864,0.9999179693889808
194,52919787.35958458,0.9999028099867304
195,60102767.82070388,0.9998976231193455
196,68260718.34272407,0.9998751568153319
197,77525974.88629463,0.9998752010754369
198,88048835.81643483,0.9998155782095428
199,100000000.0,0.9998353699743878
