,times,d=0,d=1,d=20
190,391710.1490809261,6.430781732207377e-07,1.2759747771410278e-06,1.2789863506901914e-06
191,434701.3158125035,5.785666803302001e-07,1.1525578111691948e-06,1.1542502451625993e-06
192,482410.87041653733,5.206169876188205e-07,1.0399124317648984e-06,1.0410833084760803e-06
193,535356.6677410719,4.698597553220758e-07,9.357600091767278e-07,9.370395143132935e-07
194,594113.3984965039,4.2532536153494066e-07,8.427780724019508e-07,8.439904312661585e-07
195,659318.8271333541,3.8356123536439596e-07,7.612635661165717e-07,7.618935873146019e-07
196,731680.7143427207,3.4491917420863715e-07,6.886284065268595e-07,6.88245920306765e-07
197,811984.4993184009,3.106118926947272e-07,6.202655733700984e-07,6.197887695501507e-07
198,901101.8251665037,2.8049144094776414e-07,5.58493394179936e-07,5.58163448761295e-07
199,1000000.0,2.5323280049877804e-07,5.029356041503473e-07,5.027188669233208e-07
